sample_id,seat_id,row,section,seat_number,true_x,true_y,true_z,node_id,rssi_dbm,true_rssi,distance_m
R02-R02_N3_S060,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.4,-74.65,17.032
R02-R02_N3_S061,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-74.04,-74.65,17.032
R02-R02_N3_S062,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.1,-74.65,17.032
R02-R02_N3_S063,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-74.58,-74.65,17.032
R02-R02_N3_S064,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-77.71,-74.65,17.032
R02-R02_N3_S065,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.36,-74.65,17.032
R02-R02_N3_S066,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.76,-74.65,17.032
R02-R02_N3_S067,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.92,-74.65,17.032
R02-R02_N3_S068,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-71.07,-74.65,17.032
R02-R02_N3_S069,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-78.64,-74.65,17.032
R02-R02_N3_S070,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-75.99,-74.65,17.032
R02-R02_N3_S071,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-75.48,-74.65,17.032
R02-R02_N3_S072,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-70.41,-74.65,17.032
R02-R02_N3_S073,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-77.33,-74.65,17.032
R02-R02_N3_S074,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.18,-74.65,17.032
R02-R02_N3_S075,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.75,-74.65,17.032
R02-R02_N3_S076,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-77.93,-74.65,17.032
R02-R02_N3_S077,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-76.65,-74.65,17.032
R02-R02_N3_S078,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.4,-74.65,17.032
R02-R02_N3_S079,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-70.37,-74.65,17.032
R02-R02_N3_S080,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.25,-74.65,17.032
R02-R02_N3_S081,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-75.28,-74.65,17.032
R02-R02_N3_S082,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-77.02,-74.65,17.032
R02-R02_N3_S083,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-76.53,-74.65,17.032
R02-R02_N3_S084,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-71.01,-74.65,17.032
R02-R02_N3_S085,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-75.52,-74.65,17.032
R02-R02_N3_S086,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-79.25,-74.65,17.032
R02-R02_N3_S087,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.04,-74.65,17.032
R02-R02_N3_S088,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-79.11,-74.65,17.032
R02-R02_N3_S089,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-74.08,-74.65,17.032
R02-R02_N3_S090,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-70.91,-74.65,17.032
R02-R02_N3_S091,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-74.58,-74.65,17.032
R02-R02_N3_S092,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.77,-74.65,17.032
R02-R02_N3_S093,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.03,-74.65,17.032
R02-R02_N3_S094,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-76.49,-74.65,17.032
R02-R02_N3_S095,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-76.54,-74.65,17.032
R02-R02_N3_S096,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-71.51,-74.65,17.032
R02-R02_N3_S097,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.56,-74.65,17.032
R02-R02_N3_S098,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-74.54,-74.65,17.032
R02-R02_N3_S099,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-73.52,-74.65,17.032
R02-R02_N3_S100,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_03_BackLeft,-72.97,-74.65,17.032
R02-R02_N4_S001,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-70.63,-71.6,13.254
R02-R02_N4_S002,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-71.06,-71.6,13.254
R02-R02_N4_S003,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-68.05,-71.6,13.254
R02-R02_N4_S004,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-69.98,-71.6,13.254
R02-R02_N4_S005,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-74.35,-71.6,13.254
R02-R02_N4_S006,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-72.58,-71.6,13.254
R02-R02_N4_S007,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-73.63,-71.6,13.254
R02-R02_N4_S008,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-73.81,-71.6,13.254
R02-R02_N4_S009,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-81.44,-71.6,13.254
R02-R02_N4_S010,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-69.07,-71.6,13.254
R02-R02_N4_S011,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-74.42,-71.6,13.254
R02-R02_N4_S012,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-71.67,-71.6,13.254
R02-R02_N4_S013,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-75.04,-71.6,13.254
R02-R02_N4_S014,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-70.18,-71.6,13.254
R02-R02_N4_S015,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-77.06,-71.6,13.254
R02-R02_N4_S016,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-73.88,-71.6,13.254
R02-R02_N4_S017,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-69.68,-71.6,13.254
R02-R02_N4_S018,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-70.72,-71.6,13.254
R02-R02_N4_S019,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-74.69,-71.6,13.254
R02-R02_N4_S020,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-74.13,-71.6,13.254
R02-R02_N4_S021,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-74.46,-71.6,13.254
R02-R02_N4_S022,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-77.7,-71.6,13.254
R02-R02_N4_S023,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-65.47,-71.6,13.254
R02-R02_N4_S024,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-71.22,-71.6,13.254
R02-R02_N4_S025,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-71.73,-71.6,13.254
R02-R02_N4_S026,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-75.45,-71.6,13.254
R02-R02_N4_S027,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-73.96,-71.6,13.254
R02-R02_N4_S028,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-67.8,-71.6,13.254
R02-R02_N4_S029,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-67.75,-71.6,13.254
R02-R02_N4_S030,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-68.13,-71.6,13.254
R02-R02_N4_S031,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-73.71,-71.6,13.254
R02-R02_N4_S032,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-71.27,-71.6,13.254
R02-R02_N4_S033,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-65.34,-71.6,13.254
R02-R02_N4_S034,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-71.27,-71.6,13.254
R02-R02_N4_S035,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-70.18,-71.6,13.254
R02-R02_N4_S036,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-68.34,-71.6,13.254
R02-R02_N4_S037,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-72.38,-71.6,13.254
R02-R02_N4_S038,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-70.19,-71.6,13.254
R02-R02_N4_S039,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-75.3,-71.6,13.254
R02-R02_N4_S040,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-68.99,-71.6,13.254
R02-R02_N4_S041,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-64.69,-71.6,13.254
R02-R02_N4_S042,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-69.41,-71.6,13.254
R02-R02_N4_S043,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-67.58,-71.6,13.254
R02-R02_N4_S044,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-74.23,-71.6,13.254
R02-R02_N4_S045,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-67.56,-71.6,13.254
R02-R02_N4_S046,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-68.94,-71.6,13.254
R02-R02_N4_S047,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-72.35,-71.6,13.254
R02-R02_N4_S048,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-71.42,-71.6,13.254
R02-R02_N4_S049,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-73.42,-71.6,13.254
R02-R02_N4_S050,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-71.8,-71.6,13.254
R02-R02_N4_S051,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-76.23,-71.6,13.254
R02-R02_N4_S052,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-70.62,-71.6,13.254
R02-R02_N4_S053,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-70.91,-71.6,13.254
R02-R02_N4_S054,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-67.93,-71.6,13.254
R02-R02_N4_S055,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-69.87,-71.6,13.254
R02-R02_N4_S056,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-73.87,-71.6,13.254
R02-R02_N4_S057,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-68.81,-71.6,13.254
R02-R02_N4_S058,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-72.37,-71.6,13.254
R02-R02_N4_S059,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-70.58,-71.6,13.254
R02-R02_N4_S060,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-71.21,-71.6,13.254
R02-R02_N4_S061,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-71.84,-71.6,13.254
R02-R02_N4_S062,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-70.91,-71.6,13.254
R02-R02_N4_S063,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-67.39,-71.6,13.254
R02-R02_N4_S064,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-73.28,-71.6,13.254
R02-R02_N4_S065,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-72.99,-71.6,13.254
R02-R02_N4_S066,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-76.51,-71.6,13.254
R02-R02_N4_S067,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-65.83,-71.6,13.254
R02-R02_N4_S068,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-70.05,-71.6,13.254
R02-R02_N4_S069,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-73.79,-71.6,13.254
R02-R02_N4_S070,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-70.81,-71.6,13.254
R02-R02_N4_S071,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-75.9,-71.6,13.254
R02-R02_N4_S072,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-66.32,-71.6,13.254
R02-R02_N4_S073,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-72.96,-71.6,13.254
R02-R02_N4_S074,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-74.96,-71.6,13.254
R02-R02_N4_S075,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-75.03,-71.6,13.254
R02-R02_N4_S076,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-70.97,-71.6,13.254
R02-R02_N4_S077,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-75.11,-71.6,13.254
R02-R02_N4_S078,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-72.75,-71.6,13.254
R02-R02_N4_S079,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-70.01,-71.6,13.254
R02-R02_N4_S080,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-72.67,-71.6,13.254
R02-R02_N4_S081,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-71.82,-71.6,13.254
R02-R02_N4_S082,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-68.09,-71.6,13.254
R02-R02_N4_S083,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-74.2,-71.6,13.254
R02-R02_N4_S084,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-72.82,-71.6,13.254
R02-R02_N4_S085,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-74.9,-71.6,13.254
R02-R02_N4_S086,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-72.58,-71.6,13.254
R02-R02_N4_S087,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-70.45,-71.6,13.254
R02-R02_N4_S088,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-72.71,-71.6,13.254
R02-R02_N4_S089,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-69.86,-71.6,13.254
R02-R02_N4_S090,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-65.32,-71.6,13.254
R02-R02_N4_S091,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-74.42,-71.6,13.254
R02-R02_N4_S092,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-73.8,-71.6,13.254
R02-R02_N4_S093,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-71.56,-71.6,13.254
R02-R02_N4_S094,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-77.05,-71.6,13.254
R02-R02_N4_S095,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-68.79,-71.6,13.254
R02-R02_N4_S096,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-74.76,-71.6,13.254
R02-R02_N4_S097,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-68.91,-71.6,13.254
R02-R02_N4_S098,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-68.24,-71.6,13.254
R02-R02_N4_S099,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-68.31,-71.6,13.254
R02-R02_N4_S100,R02-R02,2,Right,2,11.71,4.0,0.45,RF_NODE_04_BackRight,-79.64,-71.6,13.254
R03-L01_N1_S001,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-63.17,-60.74,5.424
R03-L01_N1_S002,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-63.01,-60.74,5.424
R03-L01_N1_S003,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-61.72,-60.74,5.424
R03-L01_N1_S004,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-62.09,-60.74,5.424
R03-L01_N1_S005,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-63.73,-60.74,5.424
R03-L01_N1_S006,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-61.46,-60.74,5.424
R03-L01_N1_S007,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-59.47,-60.74,5.424
R03-L01_N1_S008,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-61.02,-60.74,5.424
R03-L01_N1_S009,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-65.46,-60.74,5.424
R03-L01_N1_S010,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-64.3,-60.74,5.424
R03-L01_N1_S011,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-60.35,-60.74,5.424
R03-L01_N1_S012,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-61.17,-60.74,5.424
R03-L01_N1_S013,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-58.7,-60.74,5.424
R03-L01_N1_S014,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-57.91,-60.74,5.424
R03-L01_N1_S015,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-66.21,-60.74,5.424
R03-L01_N1_S016,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-66.94,-60.74,5.424
R03-L01_N1_S017,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-62.97,-60.74,5.424
R03-L01_N1_S018,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-58.13,-60.74,5.424
R03-L01_N1_S019,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-59.28,-60.74,5.424
R03-L01_N1_S020,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-60.13,-60.74,5.424
R03-L01_N1_S021,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-57.93,-60.74,5.424
R03-L01_N1_S022,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-61.17,-60.74,5.424
R03-L01_N1_S023,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-64.83,-60.74,5.424
R03-L01_N1_S024,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-61.83,-60.74,5.424
R03-L01_N1_S025,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-57.83,-60.74,5.424
R03-L01_N1_S026,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-62.28,-60.74,5.424
R03-L01_N1_S027,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-60.3,-60.74,5.424
R03-L01_N1_S028,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-61.02,-60.74,5.424
R03-L01_N1_S029,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-58.0,-60.74,5.424
R03-L01_N1_S030,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-58.15,-60.74,5.424
R03-L01_N1_S031,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-64.38,-60.74,5.424
R03-L01_N1_S032,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-60.87,-60.74,5.424
R03-L01_N1_S033,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-62.44,-60.74,5.424
R03-L01_N1_S034,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-60.6,-60.74,5.424
R03-L01_N1_S035,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-64.53,-60.74,5.424
R03-L01_N1_S036,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-62.59,-60.74,5.424
R03-L01_N1_S037,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-60.62,-60.74,5.424
R03-L01_N1_S038,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-62.4,-60.74,5.424
R03-L01_N1_S039,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-61.99,-60.74,5.424
R03-L01_N1_S040,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-63.98,-60.74,5.424
R03-L01_N1_S041,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-64.19,-60.74,5.424
R03-L01_N1_S042,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-56.89,-60.74,5.424
R03-L01_N1_S043,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-58.2,-60.74,5.424
R03-L01_N1_S044,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-61.92,-60.74,5.424
R03-L01_N1_S045,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-65.0,-60.74,5.424
R03-L01_N1_S046,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-61.16,-60.74,5.424
R03-L01_N1_S047,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-56.29,-60.74,5.424
R03-L01_N1_S048,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-60.93,-60.74,5.424
R03-L01_N1_S049,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-60.98,-60.74,5.424
R03-L01_N1_S050,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-55.79,-60.74,5.424
R03-L01_N1_S051,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-64.2,-60.74,5.424
R03-L01_N1_S052,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-53.89,-60.74,5.424
R03-L01_N1_S053,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-65.2,-60.74,5.424
R03-L01_N1_S054,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-58.96,-60.74,5.424
R03-L01_N1_S055,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-65.0,-60.74,5.424
R03-L01_N1_S056,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-62.77,-60.74,5.424
R03-L01_N1_S057,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-66.22,-60.74,5.424
R03-L01_N1_S058,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-69.68,-60.74,5.424
R03-L01_N1_S059,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-61.91,-60.74,5.424
R03-L01_N1_S060,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-60.25,-60.74,5.424
R03-L01_N1_S061,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-59.2,-60.74,5.424
R03-L01_N1_S062,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-61.22,-60.74,5.424
R03-L01_N1_S063,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-58.38,-60.74,5.424
R03-L01_N1_S064,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-55.88,-60.74,5.424
R03-L01_N1_S065,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-66.81,-60.74,5.424
R03-L01_N1_S066,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-62.04,-60.74,5.424
R03-L01_N1_S067,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-67.02,-60.74,5.424
R03-L01_N1_S068,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-63.45,-60.74,5.424
R03-L01_N1_S069,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-56.01,-60.74,5.424
R03-L01_N1_S070,R03-L01,3,Left,1,0.53,5.2,0.45,RF_NODE_01_FrontLeft,-64.48,-60.74,5.424
